nome,lista,link
ARE 669756 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10113&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
AI 632768 EMB.DECL. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10144&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA10>
AI 672781 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10136&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 632550 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10137&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 551455 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10138&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 514931 EMB.DECL.  NO  AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10139&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
AI 488264 EMB.DECL. NOS EMB.DECL. NOS EMB.DECL. NO AG.REG. NOS EMB.DECL. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10141&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA7>
AI 729213 EMB.DECL. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10142&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
AI 443951 EMB.DECL. NOS EMB.DECL. NO AG.REG. NOS EMB.DECL. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10143&amp;data=03/04/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
ARE 641454 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10150&amp;data=03/04/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 627378 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10173&amp;data=03/04/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
AI 844400 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10152&amp;data=03/04/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
AI 760088 EMB.DECL. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10153&amp;data=03/04/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
AI 844909 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10112&amp;data=03/04/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=lista1>
RE 670275 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9997&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 469646 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10006&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA11>
RE 641364 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9998&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
AI 796295 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9999&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 553282 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10000&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 441368 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10001&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
RE 569279 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10002&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
RE 541489 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10003&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA7>
AI 839314 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10004&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
ARE 661408 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10005&amp;data=27/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
RE 672378 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10007&amp;data=27/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 637809 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10013&amp;data=27/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
AI 774681 EMB.DECL. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10011&amp;data=27/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
ARE 657345 AG.REG. NO AG.REG. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10012&amp;data=27/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
MS 31142 AG.REG. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10014&amp;data=27/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
RE 652406 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9976&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 363929 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9977&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 565217 EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9978&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 223174 SEGUNDOS  EMB.DECL. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9979&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
AI 774207 EMB.DECL. NOS EMB.DECL. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9980&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
RE 613682 AG.REG. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9981&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
RE 669954 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9982&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA7>
ARE 659668 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9983&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
ARE 661536 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9984&amp;data=27/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
AI 852587 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10016&amp;data=27/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
ARE 670022 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10020&amp;data=27/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 662582 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10024&amp;data=27/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 603188 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10017&amp;data=27/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 585919 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10018&amp;data=27/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
AI 796805 EMB.DECL. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10019&amp;data=27/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
AI 842312 EMB.DECL. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10021&amp;data=27/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
ARE 660463 SEGUNDO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10022&amp;data=27/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
AI 842445 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10057&amp;data=27/03/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
AI 814293 EMB.DECL. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=10009&amp;data=27/03/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 603717 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9788&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 644522 AG.REG. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9797&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA10>
RE 586634 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9789&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
AI 850004 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9790&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 595010 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9791&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 665370 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9792&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
RE 667891 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9793&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
ARE 663059 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9794&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA7>
RE 563823 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9795&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
RE 599307 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9796&amp;data=20/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
RE 672705 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9775&amp;data=20/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
ARE 663800 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9776&amp;data=20/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
ARE 669841 EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9777&amp;data=20/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 650473 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9798&amp;data=20/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
ARE 657963 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9799&amp;data=20/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 445393 EMB.DECL. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9800&amp;data=20/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
AI 649247 EMB.DECL. NOS EMB.DECL. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9801&amp;data=20/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
AI 744325 EMB.DECL. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9803&amp;data=20/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
AI 829292 AG.REG. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9786&amp;data=20/03/2012&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
AI 846086 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9769&amp;data=20/03/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
AI 766783 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9770&amp;data=20/03/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
AI 755640 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9771&amp;data=20/03/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
AI 805666 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9772&amp;data=20/03/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
AI 700492 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9773&amp;data=20/03/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
AI 841968 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9774&amp;data=20/03/2012&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
RE 650385 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9649&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 563908 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9658&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA10>
RE 421294 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9659&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA11>
RE 600446 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9650&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 632307 SEGUNDO  AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9651&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 400538 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9652&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 601098 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9653&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
RE 637516 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9654&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
RE 366983 EMB.DECL. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9655&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA7>
AI 849138 AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9656&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
ARE 663132 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9657&amp;data=13/03/2012&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
RE 635811 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9663&amp;data=13/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
ARE 669763 EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9664&amp;data=13/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
ARE 653547 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9665&amp;data=13/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 237959 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9666&amp;data=13/03/2012&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 634047 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9674&amp;data=13/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA10>
RE 633276 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9677&amp;data=13/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA11>
RE 582900 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=9679&amp;data=13/03/2012&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA12>
