nome,lista,link
RE 970939 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40775&amp;data=02/08/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
ARE 963970 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40777&amp;data=02/08/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 721149 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40799&amp;data=02/08/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
ARE 955162 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40778&amp;data=02/08/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 959120 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40796&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 579630 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40797&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
ARE 961537 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40773&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
ARE 957600 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40774&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
ARE 923043 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40776&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
RE 816111 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40798&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
ARE 780875 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40779&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA7>
ARE 913685 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40780&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
Rcl 16784 EMB.DECL. NO AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40754&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
Rcl 19717 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40874&amp;data=02/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA10>
Rcl 7672 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40794&amp;data=02/08/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 957047 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40795&amp;data=02/08/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
Rcl 23827 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41291&amp;data=02/08/2016&amp;ministro=MIN.CELSODEMELLO&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
ARE 938171 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41292&amp;data=02/08/2016&amp;ministro=MIN.CELSODEMELLO&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA2>
ARE 857866 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41293&amp;data=02/08/2016&amp;ministro=MIN.CELSODEMELLO&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA3>
HC 135267 AG.REG. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41262&amp;data=02/08/2016&amp;ministro=MIN.GILMARMENDES&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
ARE 964815 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41263&amp;data=02/08/2016&amp;ministro=MIN.GILMARMENDES&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA2>
RE 939603 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41273&amp;data=02/08/2016&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
RE 958638 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40800&amp;data=02/08/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
ARE 944503 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40801&amp;data=02/08/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA2>
RE 952501 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40781&amp;data=02/08/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA3>
Rcl 23627 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40782&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
RE 547878 EMB.DECL. NO SEGUNDO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40784&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA2>
RE 732676 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40805&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA3>
RE 954923 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40787&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA4>
ARE 887865 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40806&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA5>
ARE 958311 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40788&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA6>
RE 857215 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40789&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA7>
ARE 952361 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40790&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA8>
ARE 949439 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40811&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA9>
HC 135080 AG.REG. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41251&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA10>
HC 130219 EMB.DECL. NOS EMB.DECL. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41252&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA11>
HC 134206 EMB.DECL. NO AG.REG. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41253&amp;data=02/08/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA12>
ARE 972673 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40651&amp;data=01/07/2016&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ARE 974311 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40652&amp;data=01/07/2016&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
ARE 972076 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40653&amp;data=01/07/2016&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
ARE 944589 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40654&amp;data=01/07/2016&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4>
AR 1596 EMB.DECL. NO AG.REG. NA AÇÃO RESCISÓRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40611&amp;data=01/07/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA6>
RE 878794 AG.REG. NOS EMB.DIV. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40274&amp;data=01/07/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
RE 627272 AG.REG. NOS EMB.DIV. NO SEGUNDO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40526&amp;data=01/07/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
RE 480446 AG.REG. NOS EMB.DIV. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40631&amp;data=01/07/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA7>
RE 612975 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40296&amp;data=01/07/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
AI 808405 EMB.DECL. NO AG.REG. NOS EMB.DECL. NOS EMB.DIV. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40527&amp;data=01/07/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4>
RE 589332 EMB.DECL. NO AG.REG. NOS EMB.DIV. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40528&amp;data=01/07/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA5>
ARE 839087 AG.REG. NOS EMB.DIV. NOS EMB.DECL. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40872&amp;data=01/07/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA8>
MS 31845 AG.REG. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41083&amp;data=01/07/2016&amp;ministro=MIN.GILMARMENDES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
MI 6472 EMB.DECL. NO AG.REG. NO MANDADO DE INJUNÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41084&amp;data=01/07/2016&amp;ministro=MIN.GILMARMENDES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
MS 27649 EMB.DECL. NO AG.REG. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41085&amp;data=01/07/2016&amp;ministro=MIN.GILMARMENDES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
ADI 2549 EMB.DECL.  NA  AÇÃO DIRETA DE INCONSTITUCIONALIDADE,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40632&amp;data=01/07/2016&amp;ministro=MIN.RICARDOLEWANDOWSKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ACO 1870 EMB.DECL. NO AG.REG. NA AÇÃO CÍVEL ORIGINÁRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=39991&amp;data=01/07/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ADI 4649 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=39004&amp;data=01/07/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
HC 134466 RECONSIDERAÇÃO NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40373&amp;data=01/07/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4>
ADI 4294 AG.REG. NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40873&amp;data=01/07/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ARE 868619 AG.REG. NOS EMB.DIV. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40891&amp;data=01/07/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
ARE 791825 EMB.DECL. NOS EMB.DIV. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40892&amp;data=01/07/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
ARE 853918 EMB.DECL. NO AG.REG. NOS EMB.DIV. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40332&amp;data=01/07/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
HC 132400 AG.REG. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40352&amp;data=01/07/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
RE 872775 AG.REG. NOS EMB.DIV. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40551&amp;data=01/07/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
MS 25787 EMB.DECL. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40552&amp;data=01/07/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
HC 113365 AG.REG. NOS EMB.INFR. NOS EMB.DECL. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40834&amp;data=01/07/2016&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
ARE 863040 EMB.DECL. NO AG.REG. NOS EMB.DIV. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40295&amp;data=01/07/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
HC 129335 EMB.DECL. NOS EMB.DECL. NO AG.REG. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40488&amp;data=01/07/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
MS 34029 EMB.DECL. NO AG.REG. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=39992&amp;data=01/07/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
AR 1458 AG.REG. NA AÇÃO RESCISÓRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40331&amp;data=01/07/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
EP 8 AG.REG. NA PROGRESSÃO DE REGIME NA EXECUÇÃO PENAL,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40065&amp;data=01/07/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
ADI 5127 EMB.DECL. NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40297&amp;data=01/07/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ADO 6 SEGUNDOS EMB.DECL. NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40298&amp;data=01/07/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
MS 34063 AG.REG. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40153&amp;data=01/07/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
ADI 3119 EMB.DECL. NO AG.REG. NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40280&amp;data=01/07/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4>
AR 2116 AG.REG. NA AÇÃO RESCISÓRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40275&amp;data=01/07/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA5>
RE 221452 EMB.DECL. NO AG.REG. NO AG.REG. NOS EMB.DIV. NOS EMB.DECL. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40522&amp;data=01/07/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA6>
AP 516 EMB.DECL. NOS EMB.DECL. NA AÇÃO PENAL,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40971&amp;data=30/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4>
HC 133391 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40471&amp;data=28/06/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 951117 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40461&amp;data=28/06/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
ARE 937460 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40478&amp;data=28/06/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
ARE 956652 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40479&amp;data=28/06/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
ARE 950521 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40480&amp;data=28/06/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
ARE 653209 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40481&amp;data=28/06/2016&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
RE 896651 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40512&amp;data=28/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RHC 124796 AG.REG. NO RECURSO ORDINÁRIO EM HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40489&amp;data=28/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 839556 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40513&amp;data=28/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 718427 EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40490&amp;data=28/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
ARE 954102 AG.REG. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40514&amp;data=28/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
RMS 33026 AG.REG. NO RECURSO ORD. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40517&amp;data=28/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
RE 891964 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40531&amp;data=28/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA7>
Rcl 22759 EMB.DECL. NO AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=40532&amp;data=28/06/2016&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
